transaction_id,client_id,account_id,month,num_transactions,total_deposits,total_withdrawals
T005116,C0216,A00407,2024-12,7,2571.16,0
T005117,C0216,A00407,2025-02,2,1019.28,0
T005118,C0216,A00406,2025-02,1,4441.64,5716.88
T005119,C0216,A00407,2025-03,7,626.02,0
T005120,C0216,A00406,2025-03,6,1475.01,1473.67
T005121,C0216,A00407,2025-04,10,947.4,0
T005122,C0216,A00406,2025-04,7,7086.49,1489.36
T005123,C0216,A00407,2025-05,8,514.35,0
T005124,C0216,A00407,2025-06,5,1166.31,0
T005125,C0216,A00406,2025-06,1,852.13,2821.55
T005126,C0216,A00407,2025-07,5,1319.53,0
T005127,C0216,A00406,2025-07,2,2601.73,7728.14
T005128,C0216,A00407,2025-08,10,1054.87,0
T005129,C0216,A00406,2025-08,2,5454.66,454.57
T005130,C0216,A00406,2025-09,9,2403.14,6594.46
T005131,C0216,A00406,2025-10,9,3011.45,2914.05
T005132,C0216,A00407,2025-10,11,1463.02,0
T005133,C0216,A00407,2025-11,12,602.4,0
T005134,C0216,A00406,2025-12,7,134.62,1652.28
T005135,C0216,A00407,2025-12,11,1881.88,0
T005136,C0217,A00408,2024-01,4,602.38,0
T005137,C0217,A00408,2024-02,9,799.25,0
T005138,C0217,A00408,2024-03,9,754.67,0
T005139,C0217,A00408,2024-05,9,1953.49,0
T005140,C0217,A00408,2024-06,8,820.24,0
T005141,C0217,A00408,2024-07,2,1124.14,0
T005142,C0217,A00408,2024-08,3,1897.27,0
T005143,C0217,A00408,2024-09,8,1250.24,0
T005144,C0217,A00408,2024-10,3,328.42,0
T005145,C0217,A00408,2024-11,1,1117.33,0
T005146,C0217,A00408,2024-12,12,1221.71,0
T005147,C0217,A00408,2025-01,6,995.78,0
T005148,C0217,A00408,2025-02,7,2320.69,0
T005149,C0217,A00408,2025-03,10,1138.22,0
T005150,C0217,A00408,2025-04,2,1492.43,0
T005151,C0217,A00408,2025-06,10,1486.8,0
T005152,C0218,A00410,2024-01,3,2945.76,0
T005153,C0218,A00409,2024-02,12,2727.09,878.1
T005154,C0218,A00410,2024-02,12,1854.58,461.25
T005155,C0218,A00409,2024-03,1,0,216.44
T005156,C0218,A00409,2024-05,3,789.62,513.09
T005157,C0218,A00410,2024-07,11,2120.65,0
T005158,C0218,A00409,2024-07,10,0,387.3
T005159,C0218,A00409,2024-08,8,0,776.68
T005160,C0218,A00410,2024-08,1,1453.02,1669.34
T005161,C0218,A00410,2024-09,7,2381.44,222.26
T005162,C0218,A00409,2024-09,3,2492.79,411.29
T005163,C0218,A00410,2024-10,12,2234.72,59.34
T005164,C0218,A00409,2024-11,12,1745.09,1187.45
T005165,C0218,A00410,2025-04,11,1620.81,19.95
T005166,C0218,A00409,2025-05,6,753.66,206.37
T005167,C0218,A00410,2025-05,5,2041.48,289.05
T005168,C0218,A00409,2025-06,5,1569.03,0
T005169,C0218,A00410,2025-06,12,0,0
T005170,C0218,A00409,2025-07,2,698.75,275.87
T005171,C0218,A00410,2025-07,2,2061.56,0
T005172,C0218,A00409,2025-08,4,5145.36,1363.59
T005173,C0218,A00409,2025-09,11,2120.7,667.42
T005174,C0218,A00409,2025-10,4,3668.28,424.38
T005175,C0218,A00409,2025-11,11,2438.35,168.06
T005176,C0218,A00410,2025-11,6,1572.52,869.51
T005177,C0218,A00409,2025-12,10,1456.3,477.88
T005178,C0219,A00411,2024-01,9,982.4,0
T005179,C0219,A00411,2024-02,5,1924.42,0
T005180,C0219,A00411,2024-03,9,1113.67,0
T005181,C0219,A00411,2024-05,10,247.28,0
T005182,C0219,A00411,2024-07,11,1770.45,0
T005183,C0219,A00411,2024-08,10,2199.03,0
T005184,C0219,A00411,2024-09,10,2331.55,0
T005185,C0219,A00411,2024-10,7,1234.25,0
T005186,C0219,A00411,2024-11,4,1639.25,0
T005187,C0219,A00411,2024-12,5,2089.31,0
T005188,C0219,A00411,2025-01,12,1346.73,0
T005189,C0219,A00411,2025-02,9,1972.23,0
T005190,C0219,A00411,2025-03,12,1580.45,0
T005191,C0219,A00411,2025-04,11,1677.93,0
T005192,C0219,A00411,2025-05,8,1463.32,0
T005193,C0219,A00411,2025-06,12,1475.2,0
T005194,C0219,A00411,2025-07,4,1367.46,0
T005195,C0219,A00411,2025-08,6,1224.98,0
T005196,C0219,A00411,2025-09,6,1642.12,0
T005197,C0219,A00411,2025-10,1,681.84,0
T005198,C0219,A00411,2025-11,1,1414.51,0
T005199,C0220,A00412,2024-01,1,3436.8,3936.75
T005200,C0220,A00412,2024-02,7,663.37,4001.55
T005201,C0220,A00412,2024-03,3,4192.13,5068.05
T005202,C0220,A00412,2024-04,4,3049.7,4565.72
T005203,C0220,A00413,2024-04,3,4244.6,885.79
T005204,C0220,A00412,2024-05,5,1204.17,1138.92
T005205,C0220,A00413,2024-05,4,235.44,428.09
T005206,C0220,A00413,2024-06,7,0,1186.72
T005207,C0220,A00413,2024-07,7,685.61,0
T005208,C0220,A00412,2024-07,11,2735.98,565.52
T005209,C0220,A00413,2024-08,8,2886.27,0
T005210,C0220,A00413,2024-09,2,293.08,0
T005211,C0220,A00412,2024-09,6,4293.53,3169.25
T005212,C0220,A00413,2024-10,12,594.22,0
T005213,C0220,A00412,2024-10,5,5137.42,3706.87
T005214,C0220,A00413,2024-11,3,1587.84,0
T005215,C0220,A00412,2024-12,11,3059.05,816.02
T005216,C0220,A00413,2025-01,5,1135.61,0
T005217,C0220,A00413,2025-02,7,1622.97,1650.2
T005218,C0221,A00415,2024-02,11,1055.81,4162.46
T005219,C0221,A00414,2024-02,9,862.75,1110.07
T005220,C0221,A00415,2024-03,9,3677.89,4124.07
T005221,C0221,A00414,2024-04,9,2711.75,1724.8
T005222,C0221,A00415,2024-04,6,64.41,2537.8
T005223,C0221,A00415,2024-06,4,1672.67,4502.54
T005224,C0221,A00414,2024-06,10,1340.13,0
T005225,C0221,A00415,2024-08,11,554.28,3933.21
T005226,C0221,A00414,2024-08,4,1900.54,1968.05
T005227,C0221,A00414,2024-09,1,3289.89,1948.66
T005228,C0221,A00415,2024-09,11,2263.73,100.22
T005229,C0221,A00414,2024-10,9,970.65,2472.92
T005230,C0221,A00415,2024-10,1,4828.4,4260.44
T005231,C0221,A00415,2024-12,11,5913.36,1491.53
T005232,C0221,A00414,2024-12,9,1340.71,2749.94
T005233,C0222,A00416,2024-01,9,4795.07,1477.87
T005234,C0222,A00416,2024-02,3,1670.11,0
T005235,C0222,A00416,2024-04,7,3445.52,1684.96
T005236,C0222,A00416,2024-05,2,84.26,1163.21
T005237,C0222,A00416,2024-06,1,2111.45,1700.7
T005238,C0222,A00416,2024-07,6,814.89,1444.29
T005239,C0222,A00416,2024-08,9,1493.17,316.53
T005240,C0222,A00416,2024-09,6,3752.6,144.27
T005241,C0222,A00416,2024-10,12,1264.92,142.34
T005242,C0222,A00416,2024-11,2,1571.1,560.45
T005243,C0222,A00416,2024-12,12,1757.81,930.97
T005244,C0222,A00416,2025-01,4,4656.01,1165.26
T005245,C0222,A00416,2025-02,11,2610.24,0
T005246,C0222,A00416,2025-04,4,2546.73,819.42
T005247,C0222,A00416,2025-05,4,3790.73,632.69
T005248,C0222,A00416,2025-06,1,1178.23,553.07
T005249,C0222,A00416,2025-07,2,3706.74,226.21
T005250,C0222,A00416,2025-08,5,905.62,215.5
T005251,C0222,A00416,2025-09,3,1121.77,531.99
T005252,C0222,A00416,2025-10,12,805.96,968.07
T005253,C0222,A00416,2025-11,5,0,865.74
T005254,C0222,A00416,2025-12,4,245.22,0
T005255,C0223,A00417,2024-01,1,2675.47,2209.82
T005256,C0223,A00417,2024-03,9,1302.65,3310.73
T005257,C0223,A00417,2024-04,10,980.29,4132.1
T005258,C0223,A00417,2024-05,5,1358.13,2848.1
T005259,C0223,A00417,2024-06,3,4143.58,7122.14
T005260,C0223,A00417,2024-07,10,2240.43,5621.19
T005261,C0223,A00417,2024-08,6,4999.81,789.84
T005262,C0223,A00417,2024-09,8,3852.28,4854.39
T005263,C0223,A00417,2024-10,5,1805.2,3153.91
T005264,C0223,A00417,2024-11,7,4697.8,5367.89
T005265,C0223,A00417,2025-01,7,4116.9,3308.38
T005266,C0223,A00417,2025-03,5,349.36,3348.84
T005267,C0223,A00417,2025-04,9,2701.8,3551.1
T005268,C0223,A00417,2025-05,5,950.5,3510.63
T005269,C0223,A00417,2025-06,4,3125.27,803.61
T005270,C0223,A00417,2025-07,6,2380.24,4138.23
T005271,C0223,A00417,2025-08,12,1769.29,1198.35
T005272,C0223,A00417,2025-12,9,1074.51,3482.43
T005273,C0224,A00420,2024-01,4,1136.14,0
T005274,C0224,A00418,2024-01,11,326.29,1212.0
T005275,C0224,A00419,2024-02,5,1227.36,0
T005276,C0224,A00418,2024-02,10,954.22,0
T005277,C0224,A00419,2024-03,1,1380.02,0
T005278,C0224,A00420,2024-03,10,2431.47,0
T005279,C0224,A00419,2024-04,5,2015.11,0
T005280,C0224,A00418,2024-05,10,4080.35,245.29
T005281,C0224,A00419,2024-06,7,902.41,0
T005282,C0224,A00418,2024-06,4,2222.27,1292.07
T005283,C0224,A00419,2024-07,5,1133.23,0
T005284,C0224,A00421,2024-07,10,1610.52,305.82
T005285,C0224,A00420,2024-10,8,372.28,0
T005286,C0224,A00418,2024-11,3,1760.34,1075.53
T005287,C0224,A00421,2024-11,9,2406.13,0
T005288,C0224,A00420,2024-12,5,1225.86,0
T005289,C0224,A00421,2025-01,10,576.85,261.54
T005290,C0224,A00420,2025-01,3,1355.29,0
T005291,C0224,A00418,2025-02,2,3772.47,487.82
T005292,C0224,A00418,2025-03,7,0,1833.51
T005293,C0224,A00419,2025-03,2,1614.18,0
T005294,C0224,A00418,2025-04,8,1675.18,606.48
T005295,C0224,A00421,2025-04,11,1660.1,634.95
T005296,C0224,A00421,2025-05,2,862.8,529.24
T005297,C0224,A00419,2025-05,4,1520.06,0
T005298,C0224,A00420,2025-06,5,1559.13,0
T005299,C0224,A00419,2025-06,8,2366.42,0
T005300,C0224,A00420,2025-07,8,2406.85,0
T005301,C0224,A00420,2025-09,2,1336.04,0
T005302,C0224,A00421,2025-09,7,1554.19,554.28
T005303,C0224,A00418,2025-10,9,2830.37,1315.73
T005304,C0224,A00419,2025-11,2,2060.43,0
T005305,C0224,A00421,2025-11,9,2394.09,1155.86
T005306,C0224,A00418,2025-12,3,1005.71,480.61
T005307,C0225,A00424,2024-03,11,1747.9,0
T005308,C0225,A00422,2024-03,6,2387.41,0
T005309,C0225,A00423,2024-04,6,5292.49,659.42
T005310,C0225,A00424,2024-04,6,1590.53,0
T005311,C0225,A00422,2024-05,7,1253.27,0
T005312,C0225,A00422,2024-06,8,1897.97,0
T005313,C0225,A00424,2024-06,3,1883.14,0
T005314,C0225,A00424,2024-07,3,1471.47,0
T005315,C0225,A00422,2024-07,7,1986.99,0
T005316,C0225,A00424,2024-09,5,1197.39,0
T005317,C0225,A00422,2024-09,6,1951.7,0
T005318,C0225,A00423,2024-10,12,2108.45,4178.98
T005319,C0225,A00423,2024-11,8,2011.57,3834.41
T005320,C0225,A00422,2024-11,9,1170.12,0
T005321,C0225,A00422,2024-12,2,1269.6,0
T005322,C0225,A00422,2025-01,3,1611.62,0
T005323,C0225,A00423,2025-01,2,1359.1,6329.3
T005324,C0225,A00424,2025-02,12,1617.97,0
T005325,C0225,A00422,2025-02,9,955.8,0
T005326,C0225,A00423,2025-03,9,4469.44,5345.09
T005327,C0225,A00423,2025-04,6,3900.25,3421.61
T005328,C0225,A00422,2025-04,8,1221.44,0
T005329,C0225,A00424,2025-05,1,2033.24,0
T005330,C0225,A00423,2025-05,12,2802.09,1400.4
T005331,C0225,A00423,2025-06,9,416.02,2612.12
T005332,C0225,A00424,2025-08,3,1244.69,0
T005333,C0225,A00423,2025-09,11,2031.73,3982.27
T005334,C0225,A00422,2025-09,10,1965.05,0
T005335,C0225,A00422,2025-10,2,1384.77,0
T005336,C0225,A00423,2025-10,9,5486.92,5275.05
T005337,C0225,A00424,2025-11,8,1671.91,0
T005338,C0225,A00422,2025-12,4,1099.73,0
T005339,C0225,A00424,2025-12,1,1696.5,0
T005340,C0226,A00425,2024-01,12,4616.76,1209.16
T005341,C0226,A00425,2024-02,2,4148.49,4141.8
T005342,C0226,A00426,2024-02,8,0,594.46
T005343,C0226,A00425,2024-03,1,1603.06,1381.41
T005344,C0226,A00425,2024-05,9,3993.13,4885.78
T005345,C0226,A00427,2024-05,6,2214.18,0
T005346,C0226,A00425,2024-07,1,1974.41,1192.55
T005347,C0226,A00426,2024-08,2,3316.11,890.9
T005348,C0226,A00427,2024-09,2,1576.67,1943.73
T005349,C0226,A00425,2024-10,7,2967.29,931.82
T005350,C0226,A00425,2024-11,7,2048.48,6189.02
T005351,C0226,A00427,2024-11,6,813.0,2048.85
T005352,C0226,A00425,2024-12,2,6030.71,2033.29
T005353,C0226,A00427,2025-01,12,2047.86,3354.65
T005354,C0226,A00425,2025-01,3,3858.71,6222.07
T005355,C0226,A00425,2025-02,11,1867.09,3315.21
T005356,C0226,A00426,2025-02,8,1150.94,441.25
T005357,C0226,A00427,2025-03,4,2129.83,2671.78
T005358,C0226,A00427,2025-04,11,2300.32,2741.43
T005359,C0226,A00426,2025-05,12,2373.13,148.56
T005360,C0226,A00427,2025-05,5,1198.94,2017.79
T005361,C0226,A00427,2025-06,8,2975.79,1229.5
T005362,C0226,A00425,2025-06,1,2214.14,2437.15
T005363,C0226,A00427,2025-07,10,1270.17,3786.57
T005364,C0226,A00427,2025-08,1,0,2016.21
T005365,C0226,A00426,2025-10,11,4373.63,329.54
T005366,C0226,A00427,2025-10,5,1789.51,3028.0
T005367,C0226,A00425,2025-11,12,5620.23,5198.19
T005368,C0226,A00425,2025-12,8,3535.43,4505.36
T005369,C0227,A00428,2024-01,6,95.97,897.82
T005370,C0227,A00428,2024-02,3,759.54,647.1
T005371,C0227,A00428,2024-03,10,275.03,1400.22
T005372,C0227,A00428,2024-04,3,3860.97,3117.08
T005373,C0227,A00428,2024-05,6,1694.12,1002.18
T005374,C0227,A00428,2024-06,6,2580.39,2328.28
T005375,C0227,A00428,2024-07,4,321.4,2999.29
T005376,C0227,A00428,2024-09,2,639.78,2227.13
T005377,C0227,A00428,2024-10,1,1411.19,2940.16
T005378,C0227,A00428,2024-12,11,2303.98,1593.18
T005379,C0227,A00428,2025-02,9,2194.38,3112.33
T005380,C0227,A00428,2025-03,1,2218.62,1712.82
T005381,C0227,A00428,2025-04,1,1630.84,1221.72
T005382,C0227,A00428,2025-05,6,2588.04,3710.69
T005383,C0227,A00428,2025-06,1,2374.39,648.43
T005384,C0227,A00428,2025-07,3,251.37,1270.29
T005385,C0227,A00428,2025-08,7,1980.17,1482.63
T005386,C0227,A00428,2025-09,11,1574.06,937.28
T005387,C0227,A00428,2025-10,8,1639.39,1354.12
T005388,C0227,A00428,2025-11,4,2156.19,2475.45
T005389,C0227,A00428,2025-12,5,1969.86,3914.12
T005390,C0228,A00429,2024-01,3,2115.61,0
T005391,C0228,A00429,2024-02,11,1885.43,0
T005392,C0228,A00429,2024-03,4,1487.48,0
T005393,C0228,A00429,2024-04,7,714.84,0
T005394,C0228,A00429,2024-06,1,1513.71,0
T005395,C0228,A00429,2024-07,5,1521.52,0
T005396,C0228,A00429,2024-08,9,2383.76,0
T005397,C0228,A00429,2024-09,11,1186.93,0
T005398,C0228,A00429,2024-10,5,2366.42,0
T005399,C0228,A00429,2024-11,12,1264.54,0
T005400,C0228,A00429,2025-02,2,1170.59,0
T005401,C0228,A00429,2025-03,9,1323.57,0
T005402,C0228,A00429,2025-04,8,1864.64,0
T005403,C0228,A00429,2025-05,3,2025.28,0
T005404,C0228,A00429,2025-06,10,1421.77,0
T005405,C0228,A00429,2025-07,1,1482.56,0
T005406,C0228,A00429,2025-09,10,796.26,0
T005407,C0228,A00429,2025-10,7,1307.68,0
T005408,C0228,A00429,2025-11,3,984.27,0
T005409,C0228,A00429,2025-12,6,560.24,0
T005410,C0229,A00430,2024-01,2,1446.85,777.62
T005411,C0229,A00430,2024-02,4,1253.9,515.32
T005412,C0229,A00430,2024-03,10,760.67,591.17
T005413,C0229,A00430,2024-05,4,1430.01,0
T005414,C0229,A00430,2024-06,4,974.72,393.34
T005415,C0229,A00430,2024-07,1,4037.6,1699.97
T005416,C0229,A00430,2024-08,7,649.91,1509.89
T005417,C0229,A00430,2024-09,4,4759.95,613.17
T005418,C0229,A00430,2024-12,11,1106.8,0
T005419,C0229,A00430,2025-01,11,1497.8,565.64
T005420,C0229,A00430,2025-03,1,383.95,573.66
T005421,C0229,A00430,2025-04,7,488.16,229.51
T005422,C0229,A00430,2025-05,12,3417.29,374.38
T005423,C0229,A00430,2025-06,7,2817.0,626.48
T005424,C0229,A00430,2025-07,6,3905.04,171.59
T005425,C0229,A00430,2025-08,3,3447.29,0
T005426,C0229,A00430,2025-11,7,3883.8,800.48
T005427,C0229,A00430,2025-12,3,3086.91,1341.25
T005428,C0230,A00432,2024-01,4,2078.58,0
T005429,C0230,A00431,2024-01,12,3304.77,0
T005430,C0230,A00432,2024-02,2,1252.05,0
T005431,C0230,A00432,2024-03,4,1167.65,0
T005432,C0230,A00431,2024-03,1,3228.21,417.99
T005433,C0230,A00432,2024-04,5,2258.68,0
T005434,C0230,A00431,2024-04,7,3233.84,762.22
T005435,C0230,A00431,2024-05,2,0,127.6
T005436,C0230,A00431,2024-06,12,1966.41,269.81
T005437,C0230,A00432,2024-06,8,1557.75,0
T005438,C0230,A00432,2024-07,1,1334.05,0
T005439,C0230,A00431,2024-07,6,1620.57,1188.29
T005440,C0230,A00431,2024-08,10,1778.09,102.09
T005441,C0230,A00432,2024-08,9,1136.48,0
T005442,C0230,A00432,2024-09,2,1995.55,0
T005443,C0230,A00432,2024-10,3,1334.06,0
T005444,C0230,A00431,2024-10,7,1576.47,17.99
T005445,C0230,A00432,2024-11,2,1668.2,0
T005446,C0230,A00431,2024-12,9,2366.83,198.5
T005447,C0230,A00432,2024-12,6,2442.16,0
T005448,C0230,A00431,2025-01,1,2620.94,0
T005449,C0230,A00432,2025-01,11,2103.18,0
T005450,C0230,A00431,2025-02,10,3641.14,561.56
T005451,C0230,A00432,2025-02,11,2234.13,0
T005452,C0230,A00431,2025-03,9,0,0
T005453,C0230,A00432,2025-03,9,1627.95,0
T005454,C0230,A00431,2025-04,7,1022.82,287.93
T005455,C0230,A00432,2025-04,9,1696.56,0
T005456,C0230,A00432,2025-05,7,1491.92,0
T005457,C0230,A00431,2025-05,1,942.13,918.38
T005458,C0230,A00431,2025-06,7,1223.68,857.9
T005459,C0230,A00432,2025-06,2,1994.84,0
T005460,C0230,A00431,2025-07,9,3171.07,956.78
T005461,C0230,A00432,2025-08,8,1817.25,0
T005462,C0230,A00431,2025-08,4,1242.63,997.46
T005463,C0230,A00431,2025-09,4,2329.22,36.14
T005464,C0230,A00432,2025-09,12,2201.48,0
T005465,C0230,A00431,2025-10,6,0,0
T005466,C0230,A00432,2025-10,7,1402.93,0
T005467,C0230,A00432,2025-11,7,1348.65,0
T005468,C0230,A00432,2025-12,7,1553.33,0
T005469,C0230,A00431,2025-12,3,2064.19,0
T005470,C0231,A00433,2024-01,3,2498.88,0
T005471,C0231,A00433,2024-02,2,1340.87,853.34
T005472,C0231,A00433,2024-03,1,3345.22,682.57
T005473,C0231,A00433,2024-04,8,738.57,484.52
T005474,C0231,A00433,2024-05,12,4350.62,793.84
T005475,C0231,A00433,2024-06,10,2831.32,1674.21
T005476,C0231,A00433,2024-09,8,1732.09,768.42
T005477,C0231,A00433,2024-10,2,2421.19,579.48
T005478,C0231,A00433,2024-11,1,2863.39,0
T005479,C0231,A00433,2024-12,12,1376.82,776.75
T005480,C0231,A00433,2025-01,8,117.11,1253.86
T005481,C0231,A00433,2025-02,5,2607.29,968.26
T005482,C0231,A00433,2025-03,10,1516.28,596.32
T005483,C0231,A00433,2025-04,7,0,117.22
T005484,C0231,A00433,2025-05,8,3895.33,0
T005485,C0231,A00433,2025-06,7,0,0
T005486,C0231,A00433,2025-07,1,2825.75,1628.05
T005487,C0231,A00433,2025-08,10,0,499.67
T005488,C0231,A00433,2025-09,12,2147.53,888.61
T005489,C0231,A00433,2025-10,10,2079.71,751.47
T005490,C0231,A00433,2025-11,12,649.67,258.7
T005491,C0231,A00433,2025-12,4,0,877.43
T005492,C0232,A00434,2024-01,12,1535.33,0
T005493,C0232,A00434,2024-02,9,1648.5,0
T005494,C0232,A00434,2024-03,6,931.75,0
T005495,C0232,A00434,2024-04,8,1326.0,0
T005496,C0232,A00434,2024-06,10,957.88,0
T005497,C0232,A00434,2024-07,11,1612.32,0
T005498,C0232,A00434,2024-08,11,1376.61,0
T005499,C0232,A00434,2024-09,1,797.71,0
T005500,C0232,A00434,2024-10,8,1324.8,0
T005501,C0232,A00434,2024-11,9,1888.05,0
T005502,C0232,A00434,2024-12,1,1010.25,0
T005503,C0232,A00434,2025-02,1,451.9,0
T005504,C0232,A00434,2025-03,2,208.85,0
T005505,C0232,A00434,2025-05,7,1342.94,0
T005506,C0232,A00434,2025-06,3,1659.21,0
T005507,C0232,A00434,2025-07,8,1150.89,0
T005508,C0232,A00434,2025-08,1,1645.27,0
T005509,C0232,A00434,2025-09,1,1362.32,0
T005510,C0232,A00434,2025-10,7,1914.64,0
T005511,C0232,A00434,2025-12,8,1324.53,0
T005512,C0233,A00437,2024-01,5,1671.66,0
T005513,C0233,A00435,2024-02,12,2427.15,1957.72
T005514,C0233,A00436,2024-02,6,1434.29,0
T005515,C0233,A00437,2024-03,9,334.43,0
T005516,C0233,A00436,2024-04,3,2255.79,0
T005517,C0233,A00435,2024-04,1,0,265.42
T005518,C0233,A00435,2024-05,3,1832.84,494.47
T005519,C0233,A00438,2024-05,8,4500.08,3297.1
T005520,C0233,A00438,2024-06,12,2003.4,2105.3
T005521,C0234,A00440,2024-01,2,1700.99,0
T005522,C0234,A00439,2024-02,7,2006.22,2503.54
T005523,C0234,A00440,2024-02,8,1618.12,0
T005524,C0234,A00439,2024-03,2,699.83,2647.71
T005525,C0234,A00440,2024-03,3,1551.11,0
T005526,C0234,A00439,2024-04,12,1570.05,2530.89
T005527,C0234,A00440,2024-04,8,1650.61,0
T005528,C0234,A00440,2024-05,2,63.76,0
T005529,C0234,A00439,2024-05,4,2744.0,3537.35
T005530,C0234,A00440,2024-06,10,2127.87,0
T005531,C0234,A00439,2024-06,11,891.68,1408.03
T005532,C0234,A00439,2024-07,6,3045.95,0
T005533,C0234,A00440,2024-07,6,1648.61,0
T005534,C0234,A00440,2024-08,4,1049.68,0
T005535,C0234,A00439,2024-08,8,2145.51,347.97
T005536,C0234,A00439,2024-09,2,2150.62,710.46
T005537,C0234,A00440,2024-10,7,1203.98,0
T005538,C0234,A00439,2024-11,11,2319.78,2144.39
T005539,C0234,A00440,2024-11,11,578.46,0
T005540,C0234,A00440,2024-12,3,1874.58,0
T005541,C0234,A00439,2024-12,8,0,2015.59
T005542,C0234,A00439,2025-01,4,880.23,1227.82
T005543,C0234,A00440,2025-02,5,408.93,0
T005544,C0234,A00439,2025-03,9,2935.55,735.63
T005545,C0234,A00440,2025-03,5,762.01,0
T005546,C0234,A00440,2025-04,12,1649.07,0
T005547,C0234,A00439,2025-04,10,2417.53,2838.58
T005548,C0234,A00440,2025-05,11,1877.85,0
T005549,C0234,A00439,2025-05,11,2055.17,3206.09
T005550,C0234,A00440,2025-06,6,734.73,0
T005551,C0234,A00439,2025-06,7,1953.3,2731.55
T005552,C0234,A00440,2025-07,4,1273.32,0
T005553,C0234,A00439,2025-07,1,2212.46,1790.32
T005554,C0234,A00440,2025-09,5,1765.44,0
T005555,C0234,A00439,2025-09,7,2074.82,1795.16
T005556,C0234,A00440,2025-10,6,1846.58,0
T005557,C0234,A00439,2025-11,5,1871.97,1419.6
T005558,C0234,A00440,2025-11,7,1252.72,0
T005559,C0234,A00440,2025-12,1,1632.15,0
T005560,C0234,A00439,2025-12,4,2370.18,2013.78
T005561,C0235,A00444,2024-01,2,2318.32,2350.16
T005562,C0235,A00443,2024-02,11,66.96,999.44
T005563,C0235,A00441,2024-02,10,1103.96,0
T005564,C0235,A00442,2024-03,10,781.63,437.22
T005565,C0235,A00444,2024-04,7,1052.62,1322.36
T005566,C0235,A00442,2024-05,9,1226.0,790.46
T005567,C0235,A00444,2024-05,9,2559.24,2979.22
T005568,C0235,A00443,2024-06,12,837.74,1138.57
T005569,C0235,A00441,2024-06,8,1850.14,0
T005570,C0235,A00444,2024-07,9,2519.08,1962.88
T005571,C0235,A00441,2024-08,10,1410.39,0
T005572,C0235,A00444,2024-09,11,1663.43,2368.48
T005573,C0235,A00441,2024-09,5,1823.22,0
T005574,C0235,A00441,2024-10,7,0,0
T005575,C0235,A00443,2024-10,3,3177.86,89.3
T005576,C0235,A00441,2024-11,8,1884.65,0
T005577,C0235,A00444,2024-12,7,3247.81,1675.12
T005578,C0235,A00443,2024-12,4,1480.86,143.73
T005579,C0235,A00441,2025-01,6,1190.22,0
T005580,C0235,A00442,2025-02,1,448.31,0
T005581,C0235,A00442,2025-03,3,2907.8,271.43
T005582,C0235,A00444,2025-03,4,2018.46,2151.2
T005583,C0235,A00444,2025-04,7,2608.84,1234.13
T005584,C0235,A00441,2025-04,5,1995.37,0
T005585,C0235,A00444,2025-05,7,2281.78,2422.88
T005586,C0235,A00442,2025-06,8,2054.16,911.28
T005587,C0235,A00444,2025-06,4,1049.44,1450.64
T005588,C0235,A00443,2025-07,1,142.76,965.69
T005589,C0235,A00441,2025-07,11,1242.47,0
T005590,C0235,A00441,2025-08,10,572.1,0
T005591,C0235,A00444,2025-08,10,2636.58,0
T005592,C0235,A00443,2025-09,11,3321.07,0
T005593,C0235,A00441,2025-10,10,2081.85,0
T005594,C0235,A00442,2025-10,8,1754.61,393.18
T005595,C0235,A00443,2025-11,5,620.93,1304.01
T005596,C0235,A00441,2025-11,7,1367.34,0
T005597,C0235,A00441,2025-12,1,702.95,0
T005598,C0235,A00443,2025-12,10,2190.88,286.33
T005599,C0236,A00445,2024-02,7,1167.1,0
T005600,C0236,A00445,2024-03,4,1510.8,0
T005601,C0236,A00445,2024-06,8,1631.35,0
T005602,C0236,A00445,2024-07,12,591.13,0
T005603,C0236,A00445,2024-08,5,1120.17,0
T005604,C0236,A00445,2024-09,2,2045.85,0
T005605,C0236,A00445,2024-10,8,1245.84,0
T005606,C0236,A00445,2024-11,1,690.61,0
T005607,C0236,A00445,2024-12,6,2068.52,0
T005608,C0236,A00445,2025-01,10,1729.25,0
T005609,C0236,A00445,2025-03,7,1319.15,0
T005610,C0236,A00445,2025-04,3,2179.08,0
T005611,C0236,A00445,2025-05,2,1967.24,0
T005612,C0236,A00445,2025-06,8,947.61,0
T005613,C0236,A00445,2025-07,9,1890.69,0
T005614,C0236,A00445,2025-09,8,2315.53,0
T005615,C0236,A00445,2025-10,12,1568.11,0
T005616,C0236,A00445,2025-12,2,1394.1,0
T005617,C0237,A00446,2024-02,2,3217.31,5292.63
T005618,C0237,A00447,2024-02,9,0,3744.07
T005619,C0237,A00446,2024-03,1,2053.78,2560.88
T005620,C0237,A00447,2024-03,6,1556.7,2362.91
T005621,C0237,A00446,2024-04,3,4739.87,2267.19
T005622,C0237,A00447,2024-05,6,1563.74,3427.66
T005623,C0237,A00447,2024-06,11,1730.79,2318.1
T005624,C0237,A00447,2024-07,9,1530.57,1030.41
T005625,C0237,A00446,2024-07,7,2773.95,8549.19
T005626,C0237,A00447,2024-08,1,1796.35,2514.73
T005627,C0237,A00447,2024-09,1,1377.18,635.74
T005628,C0237,A00446,2024-10,1,2017.16,777.59
T005629,C0237,A00447,2024-10,10,2302.05,2602.63
T005630,C0237,A00446,2024-11,10,4480.19,1813.77
